GeneID	KO_ID
Sco17g14830.1	Solute carrier family 22
Sco17g14830.1	 member 18
Sco19g01420.1	AMP catabolic process
Sco11g01880.1	receptor activity. It is involved in the biological process described with multicellular organismal development
Sco08g03150.1	Cell division cycle
Sco15g12420.1	ribosomal protein
Sco15g12420.1	 L45
Sco19g12250.1	Transmembrane protein 45B
Sco04g09900.1	SH3 domain-binding protein 5
Sco14g15800.1	UPF0568 protein C14orf166 homolog
Sco16g05770.1	Arp2/3 complex-mediated actin nucleation
Sco01g05010.1	Guanylate kinase
Sco18g01700.1	positive regulation of constitutive secretory pathway
Sco13g13570.1	Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family
Sco14g17610.1	Ribonuclease H protein
Sco05g10960.1	Bacterial protein of unknown function (DUF885)
Sco03g04260.1	L-cystine transmembrane transporter activity
Sco01g04040.1	-
Sco12g01380.1	-
Sco14g04790.1	Peptidase C13 family
Sco03g01680.1	Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase
Sco03g01680.1	 nucleoside and nucleotide derivatives of G to A nucleotides
Sco03g01680.1	 and in maintaining the intracellular balance of A and G nucleotides
Sco09g01330.1	negative regulation of toll-like receptor 2 signaling pathway
Sco14g13600.1	Golgi organization
Sco16g01730.1	Belongs to the universal stress protein A family
Sco12g08060.1	Choline transporter-like protein 1
Sco17g08210.1	Excision repair
Sco10g07840.1	Sodium-phosphate symporter which plays a fundamental housekeeping role in phosphate transport
Sco12g14440.1	3-oxo-cerotoyl-CoA synthase activity
Sco01g10360.1	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
Sco05g00940.1	N-acetylmuramoyl-L-alanine amidase
Sco03g06560.1	Glycosylphosphatidylinositol anchor attachment 1
Sco16g01880.1	Poly (ADP-ribose) polymerase
Sco17g01970.1	protein transmembrane transporter activity
Sco17g01770.1	Hepatocellular carcinoma-associated antigen 59
Sco13g12370.1	regulation of mRNA export from nucleus
Sco08g06670.1	7 transmembrane receptor (Secretin family)
Sco16g07640.1	-
Sco19g15700.1	short chain dehydrogenase
Sco08g02750.1	S-formylglutathione hydrolase activity
Sco03g03360.1	-
Sco03g07020.1	SPT16 homolog
Sco03g07020.1	 facilitates chromatin remodeling subunit
Sco13g04640.1	Ubiquitin carboxyl-terminal hydrolase 35
Sco02g08030.1	EF-1 guanine nucleotide exchange domain
Sco12g09390.1	Reverse transcriptase (RNA-dependent DNA polymerase)
Sco17g01070.1	calcium ion binding
Sco16g06900.1	AU RNA binding protein enoyl-Coenzyme A hydratase
Sco14g04120.1	F-box Kelch-repeat protein
Sco10g04480.1	-
Sco12g07510.1	peptide antigen assembly with MHC class I protein complex
Sco06g03780.1	Belongs to the GMC oxidoreductase family
Sco15g01060.1	basic region leucin zipper
Sco02g03480.1	family with sequence similarity 213
Sco02g03480.1	 member B
Sco17g17720.1	Sulfotransferase family
Sco03g02370.1	cAMP biosynthetic process
Sco19g06060.1	YqaJ-like viral recombinase domain
Sco15g09800.1	negative regulation of triglyceride biosynthetic process
Sco12g11650.1	homeobox
Sco18g00450.1	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Sco02g06830.1	Glutathione S-transferase kappa 1
Sco01g06740.1	SNAP receptor activity
Sco06g12340.1	Thioredoxin domain-containing protein 17
Sco06g10350.1	ATP binding. It is involved in the biological process described with protein phosphorylation
Sco16g01080.1	17-beta-hydroxysteroid dehydrogenase (NADP+) activity
Sco16g09920.1	Domain present in PSD-95
Sco16g09920.1	 Dlg
Sco16g09920.1	 and ZO-1/2.
Sco13g03020.1	spermine transport
Sco08g08730.1	-
Sco19g08410.1	Arylsulfatase
Sco05g05930.1	mannosyl-oligosaccharide glucosidase activity
Sco07g01500.1	MYND finger
Sco06g07030.1	TLC domain containing 2
Sco05g06480.1	It is involved in the biological process described with signal transduction
Sco11g02640.1	aryl hydrocarbon receptor binding
Sco08g01470.1	protein autoubiquitination
Sco03g06790.1	-
Sco02g06430.1	decarboxylase
Sco14g06140.1	Calmodulin mediates the control of a large number of enzymes
Sco14g06140.1	 ion channels and other proteins by Ca(2 ). Among the enzymes to be stimulated by the calmodulin-Ca(2 ) complex are a number of protein kinases and phosphatases
Sco01g08420.1	Catalyzes the reduction of fatty acyl-CoA to fatty alcohols
Sco16g02590.1	Microsomal glutathione S-transferase 1
Sco14g01580.1	Belongs to the helicase family
Sco06g12900.1	C-terminal domain of apextrin
Sco07g11110.1	Vesicle coat trafficking protein Sec16 mid-region
Sco18g07150.1	sequestering of TGFbeta in extracellular matrix
Sco11g09470.1	voltage-gated potassium channel activity
Sco07g05350.1	Carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
Sco14g03000.1	Solute carrier family 16 member 13
Sco01g10910.1	Aldo/keto reductase family
Sco14g07390.1	Zinc finger protein
Sco14g06810.1	RNA binding motif protein 34
Sco14g12490.1	atlastin GTPase
Sco11g05300.1	GEN1 Holliday junction 5' flap endonuclease
Sco13g08390.1	1-phosphatidylinositol-3-kinase regulator activity
Sco02g09660.1	Domain of unknown function (DUF543)
Sco06g04310.1	peptidase activity
Sco03g11470.1	BRO1-like domain
Sco01g05440.1	termination of RNA polymerase II transcription
Sco12g06490.1	UDP-N-acetylglucosamine 4-epimerase activity
Sco17g09050.1	Glycosyl hydrolases family 16
Sco12g06300.1	NADPH oxidation
Sco11g07130.1	glycerol channel activity
Sco09g00940.1	member RAS oncogene family
Sco15g08870.1	guanylate cyclase activity
Sco11g10500.1	GTPase activity
Sco06g05890.1	translation initiation factor binding
Sco17g11130.1	vesicle-mediated transport
Sco12g14670.1	Leucine-rich repeats
Sco12g14670.1	 outliers
Sco17g12960.1	GTP binding. It is involved in the biological process described with small GTPase mediated signal transduction
Sco07g05290.1	snoRNA binding
Sco17g15170.1	-
Sco17g18890.1	Transmembrane protein 241
Sco02g05250.1	-
Sco14g04810.1	Coiled-coil domain containing 88C
Sco16g03160.1	Belongs to the carnitine choline acetyltransferase family
Sco10g08450.1	-
Sco16g06370.1	Thioredoxin-like protein 4B
Sco13g05340.1	mitotic sister chromatid cohesion
Sco16g00440.1	Inhibitor of kappa light polypeptide gene enhancer in B-cells
Sco16g00440.1	 kinase epsilon
Sco17g00760.1	regulation of calcium ion export across plasma membrane
Sco13g14720.1	-
Sco06g06610.1	RWD
Sco05g06120.1	Coiled-coil domain containing 15
Sco14g16940.1	Calcium-binding protein
Sco17g06800.1	Belongs to the G-protein coupled receptor 1 family
Sco06g12940.1	Methyltransferase domain
Sco03g11610.1	endocytosis
Sco12g07170.1	adenyl-nucleotide exchange factor activity
Sco14g11660.1	FAD-AMP lyase (cyclizing) activity
Sco19g16160.1	Popeye domain-containing protein 3
Sco11g04340.1	extracellular matrix organization
Sco01g02700.1	PAX interacting (with transcription-activation domain) protein 1
Sco08g06360.1	sodium:proton antiporter activity
Sco01g02600.1	-
Sco14g13960.1	ubiquitin protein ligase binding
Sco11g05570.1	guanine/thymine mispair binding
Sco14g05600.1	Digestive organ expansion factor
Sco08g01780.1	Monoamine oxidase B
Sco04g08700.1	G-protein coupled receptor activity
Sco10g03150.1	Vault protein inter-alpha-trypsin domain
Sco16g00380.1	Zinc finger protein 277
Sco13g09620.1	Protein tyrosine phosphatase
Sco13g09620.1	 receptor type
Sco13g09620.1	 K
Sco19g10830.1	DNA-binding transcription factor activity
Sco19g10830.1	 RNA polymerase II-specific
Sco09g01050.1	PDZ domain binding
Sco03g12120.1	cyclin-dependent kinase 10
Sco03g07040.1	oxidoreductase activity
Sco03g07040.1	 acting on a heme group of donors
Sco03g07040.1	 oxygen as acceptor
Sco12g11570.1	von Willebrand factor (vWF) type A domain
Sco12g00590.1	Thiopurine S-methyltransferase
Sco19g14420.1	heme binding
Sco10g07580.1	-
Sco02g08910.1	Belongs to the 14-3-3 family
Sco17g09940.1	steroid hormone mediated signaling pathway
Sco03g05610.1	Domain first found  in the mice T locus (Brachyury) protein
Sco01g06270.1	MAM domain-containing glycosylphosphatidylinositol anchor protein
Sco03g07960.1	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
Sco17g15090.1	Ca2+ insensitive EF hand
Sco14g00050.1	Hemimethylated DNA-binding protein YccV like
Sco02g07850.1	Sigma non-opioid intracellular receptor 1
Sco19g07430.1	DnaJ molecular chaperone homology domain
Sco15g08070.1	smoothened signaling pathway
Sco03g10210.1	regulation of peptidyl-lysine crotonylation
Sco06g03160.1	organizing protein
Sco16g13150.1	dendritic cell antigen processing and presentation
Sco17g04520.1	signal recognition particle binding
Sco06g10560.1	single stranded viral RNA replication via double stranded DNA intermediate
Sco04g02290.1	retrograde golgi transport
Sco10g08880.1	Carboxylesterase family
Sco16g07980.1	maintenance of translational fidelity
Sco04g02630.1	microtubule nucleation
Sco14g02180.1	regulation of post-mating oviposition
Sco17g04110.1	ribose phosphate diphosphokinase activity
Sco01g00330.1	KIAA1430 homologue
Sco16g12410.1	Betaine--homocysteine S-methyltransferase 1-like
Sco16g13040.1	polysaccharide localization
Sco03g08340.1	Anillin
Sco03g08340.1	 actin binding protein
Sco13g06910.1	Arylsulfatase
Sco06g04440.1	DNA translocase activity
Sco15g01020.1	trans-2-enoyl-CoA reductase (NADPH) activity
Sco05g02190.1	tRNA 5'-leader removal
Sco04g06090.1	DNA binding
Sco13g05580.1	actin binding
Sco04g01010.1	Vesicle-trafficking protein SEC22a
Sco19g08770.1	carbohydrate binding
Sco06g02470.1	cleavage furrow ingression
Sco10g04280.1	protein tyrosine/serine/threonine phosphatase activity
Sco06g01380.1	ribosomal large subunit assembly
Sco06g08220.1	Transmembrane protein 134
Sco19g16090.1	Predicted transmembrane protein 161AB
Sco14g02940.1	solute carrier family 16
Sco14g02940.1	 member
Sco04g07670.1	MreB/Mbl protein
Sco08g07160.1	Ubiquitin-associated domain-containing protein 2
Sco07g01070.1	otolith formation
Sco16g08650.1	metalloendopeptidase activity
Sco14g09590.1	B-Box-type zinc finger
Sco02g00220.1	Ran guanine nucleotide release factor
Sco08g09060.1	amino acid transporter
Sco16g08990.1	Chromosome 11 open reading frame 88
Sco06g02310.1	Methylmalonic aciduria (cobalamin deficiency) cblB type
Sco04g06920.1	protein O-linked glycosylation via threonine
Sco03g06840.1	regulation of cell cycle
Sco17g12290.1	protein processing involved in protein targeting to mitochondrion
Sco17g19920.1	PHD finger protein 3
Sco07g03320.1	Nidogen-like
Sco13g05780.1	Caprin family member 2
Sco19g04320.1	rRNA methylation
Sco15g00540.1	Trichohyalin-plectin-homology domain
Sco17g11920.1	Neuropeptide Y receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco17g11120.1	RNA recognition motif. (a.k.a. RRM
Sco17g11120.1	 RBD
Sco17g11120.1	 or RNP domain)
Sco09g02970.1	hydrolase activity
Sco08g03210.1	Major Facilitator Superfamily
Sco11g02390.1	Ceramide glucosyltransferase
Sco06g11910.1	DDE superfamily endonuclease
Sco06g07170.1	signal transduction involved in intra-S DNA damage checkpoint
Sco12g07450.1	Guanylyl cyclase-activating protein 1
Sco14g03750.1	calcium
Sco14g03750.1	 potassium:sodium antiporter activity
Sco03g04910.1	Glutathione S-Transferase
Sco04g03590.1	vitelline membrane outer layer
Sco14g16030.1	calmodulin
Sco02g06050.1	G-protein coupled receptor activity
Sco19g07070.1	assembly of large subunit precursor of preribosome
Sco14g13090.1	negative regulation of TORC1 signaling
Sco14g06750.1	oxidoreductase activity
Sco09g00560.1	Si ch1073-385f13.3
Sco07g09450.1	peptidyl-glycine alpha-amidating monooxygenase
Sco02g08800.1	myoblast differentiation
Sco01g09000.1	Reeler domain
Sco19g14660.1	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
Sco06g00390.1	ribosomal protein L18
Sco11g10480.1	LicD family
Sco19g06920.1	oxidoreductase activity
Sco19g06920.1	 oxidizing metal ions
Sco19g06920.1	 oxygen as acceptor
Sco14g02720.1	KIF-1 binding protein C terminal
Sco15g10190.1	Nascent polypeptide-associated complex subunit alpha
Sco02g00900.1	ubiA prenyltransferase domain-containing protein 1
Sco13g08570.1	microtubule nucleation
Sco19g09550.1	carbohydrate binding
Sco16g11360.1	Belongs to the small GTPase superfamily. Arf family
Sco13g10580.1	Beta-1
Sco13g10580.1	4-mannosyltransferase
Sco14g09950.1	Ribonuclease H protein
Sco19g07880.1	Pyridoxal (Pyridoxine
Sco19g07880.1	 vitamin B6) kinase
Sco06g03540.1	-
Sco14g12630.1	Belongs to the small Tim family
Sco12g05440.1	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family
Sco08g02990.1	Rhomboid family
Sco12g05770.1	sulfotransferase activity
Sco14g13120.1	Rho guanyl-nucleotide exchange factor activity
Sco14g11550.1	YLP motif-containing protein 1
Sco04g06050.1	regulation of collagen catabolic process
Sco14g08880.1	Calcium-binding protein
Sco04g04490.1	Protein tyrosine phosphatase activity. It is involved in the biological process described with protein dephosphorylation
Sco16g02790.1	alpha-L-fucosidase activity. It is involved in the biological process described with fucose metabolic process
Sco19g09200.1	ribosomal protein L21
Sco17g04820.1	Brix
Sco03g08460.1	Protein of unknown function (DUF3754)
Sco08g08980.1	DNA-directed 5'-3' RNA polymerase activity
Sco14g14370.1	Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)
Sco17g12570.1	ER to Golgi vesicle-mediated transport
Sco15g12410.1	3'-5' exonuclease domain-containing protein K homology domain-containing protein KH domain-containing protein
Sco15g08020.1	SH3 domain-binding protein 5-like
Sco04g09720.1	-
Sco01g09060.1	signaling receptor binding
Sco19g04280.1	Sulfotransferase
Sco17g13260.1	nuclear-transcribed mRNA catabolic process
Sco14g11740.1	mitochondrial respiratory chain complex I assembly
Sco12g04530.1	non-haem dioxygenase in morphine synthesis N-terminal
Sco10g01520.1	Calcium uniporter
Sco19g04360.1	Solute carrier family 16
Sco14g13110.1	Solute carrier family 25 member
Sco11g06410.1	Heat shock 70 kDa protein 12A-like
Sco11g02100.1	Xanthine dehydrogenase
Sco08g09500.1	-
Sco12g10330.1	cytochrome-b5 reductase activity
Sco12g10330.1	 acting on NAD(P)H
Sco07g00910.1	odontogenesis
Sco14g08230.1	-
Sco01g05600.1	Learning-associated protein
Sco03g13030.1	[acyl-carrier-protein] S-malonyltransferase activity
Sco13g05920.1	Methyltransferase domain
Sco07g08630.1	ATP-dependent 3'-5' RNA helicase activity
Sco12g15790.1	WD40 repeats
Sco09g01920.1	post-anal tail morphogenesis
Sco17g01840.1	Camp-dependent protein kinase type
Sco18g09460.1	-
Sco14g01500.1	propionate transmembrane transporter activity
Sco16g00370.1	Ribonuclease H protein
Sco12g09430.1	Acid phosphatase
Sco05g05880.1	F-box and WD-40 domain protein 4
Sco03g01840.1	malonate catabolic process
Sco14g03770.1	Pleckstrin homology domain.
Sco08g08700.1	Ion channel activity. It is involved in the biological process described with ion transport
Sco14g10720.1	ligase activity
Sco09g04230.1	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
Sco12g02960.1	mutS protein homolog
Sco13g14060.1	F-box and WD-40 domain protein 5
Sco16g06410.1	nuclear retention of unspliced pre-mRNA at the site of transcription
Sco04g06500.1	Repeat domain in Vibrio
Sco04g06500.1	 Colwellia
Sco04g06500.1	 Bradyrhizobium and Shewanella
Sco14g06570.1	Belongs to the small GTPase superfamily. Rho family
Sco10g03610.1	Rho GTPase activating protein
Sco08g06290.1	ryanodine-sensitive calcium-release channel activity
Sco08g07400.1	Heat shock 70 kDa protein 12A-like
Sco19g10170.1	Catalyzes the reduction of fatty acyl-CoA to fatty alcohols
Sco19g11700.1	ADP-ribosylation factor-like
Sco17g17540.1	ADP biosynthetic process
Sco18g07180.1	Thrombospondin type 1 repeats
Sco19g01820.1	LAS1-like (S. cerevisiae)
Sco08g08920.1	Defective in cullin neddylation 1 domain containing
Sco19g01690.1	Achaete-scute family bHLH transcription factor
Sco13g14810.1	E3 ubiquitin-protein ligase
Sco06g05600.1	dopamine:sodium symporter activity
Sco18g00380.1	smoothened signaling pathway involved in ventral spinal cord interneuron specification
Sco12g12840.1	FAM183A and FAM183B related
Sco17g20060.1	homeodomain transcription factor
Sco15g06090.1	regulation of vacuole fusion
Sco15g06090.1	 non-autophagic
Sco14g12350.1	-
Sco14g15320.1	testosterone 17-beta-dehydrogenase (NADP+) activity
Sco04g10310.1	4-trimethylammoniobutyraldehyde dehydrogenase activity
Sco02g04800.1	regulation of blood vessel endothelial cell differentiation
Sco15g12180.1	-
Sco15g05970.1	sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription
